PROPERTY_ID;FIRST_DAY_ONLINE;LAST_DAY_ONLINE;OFFER_TYPE;CUSTOMER_ID;CUSTOMER_SEGMENT;CATEGORY;PRICE_GROSS;SIZE_M2;GEO_CANTON;NUMBER_OF_ROOMS;PACKAGE_ID;PACKAGE_PRODUCT;;;;;;;;;;;;;;
b9c.j3dk7;2022-08-27;2022-08-27;RENT;439242;professional;APPT;750;67;ZH;2,5;22;subscription;;;;;;;;;;;;;;
b9u.s1i7s;2023-01-28;2023-01-28;RENT;399101;professional;APPT;1000;99;BL;3,5;3;subscription;;;;;;;;;;;;;;
ba1.zhqpv;2022-07-08;2022-08-15;RENT;64733;professional;INDUS;850;60;VD;3;13;subscription;;;;;;;;;;;;;;
bab.44zv4;2023-01-28;2023-01-28;RENT;399101;professional;APPT;1000;100;ZH;3,5;3;subscription;;;;;;;;;;;;;;
bae.pj58g;2022-08-10;2022-08-18;BUY;447930;professional;HOUSE;3590000;;ZH;6,5;7;subscription;;;;;;;;;;;;;;
bau.ysbfw;2022-07-14;2022-07-15;RENT;449218;professional;APPT;2080;103;VD;4,5;11;subscription;;;;;;;;;;;;;;
bax.laq0g;2021-05-07;2021-06-01;RENT;447636;professional;APPT;2250;60;ZG;2;6;subscription;;;;;;;;;;;;;;
bb0.0mopi;2022-10-10;2022-10-10;RENT;387305;professional;APPT;960;;TI;2,5;10;subscription;;;;;;;;;;;;;;
bb0.usfp8;2022-08-13;2022-08-13;RENT;516;professional;APPT;900;97;BS;3,5;13;subscription;;;;;;;;;;;;;;
bb4.8idhh;2022-11-30;2022-12-21;RENT;358;professional;APPT;1740;;ZH;1,5;7;subscription;;;;;;;;;;;;;;
bc7.4l39f;2022-04-25;2022-05-30;RENT;389973;professional;APPT;3350;120;BS;3,5;15;subscription;;;;;;;;;;;;;;
bcg.5j72r;2021-08-16;2021-08-16;RENT;392231;professional;APPT;;;SH;2,5;19;subscription;;;;;;;;;;;;;;
bcj.xlf3y;2021-09-10;2021-09-16;RENT;394642;professional;INDUS;500;30;ZH;1;25;subscription;;;;;;;;;;;;;;
bdb.we35l;2022-10-10;2022-10-27;BUY;447930;professional;HOUSE;560000;150;TI;5;7;subscription;;;;;;;;;;;;;;
bde.6qesz;2021-10-06;2021-10-26;RENT;310132;private;INDUS;950;25;ZH;1;32;middle;;;;;;;;;;;;;;
be8.3oqq0;2022-06-16;2022-06-22;RENT;449218;professional;APPT;1850;87;VD;3,5;11;subscription;;;;;;;;;;;;;;
bee.sd0hj;2022-10-20;2022-10-20;RENT;70714;professional;APPT;1340;90;TI;3,5;15;subscription;;;;;;;;;;;;;;
bew.ruc9h;2022-09-02;2022-12-20;RENT;594;professional;INDUS;;;TG;;16;subscription;;;;;;;;;;;;;;
bf4.ibiqe;2021-10-29;2021-11-10;RENT;390590;private;APPT;1270;71;AG;3;31;basic;;;;;;;;;;;;;;
bfd.1wq8g;2023-01-19;2023-01-19;RENT;447930;professional;GASTRO;2000;;AG;;7;subscription;;;;;;;;;;;;;;
bfe.db28r;2022-07-01;2022-08-25;RENT;572;professional;APPT;2715;160;ZH;4,5;15;subscription;;;;;;;;;;;;;;
bgg.orh7q;2022-09-20;2022-09-21;RENT;26208;professional;APPT;2190;117;AG;3,5;6;subscription;;;;;;;;;;;;;;
bhb.b3fz5;2022-11-05;2022-11-05;RENT;600;professional;APPT;1000;100;GE;3,5;18;subscription;;;;;;;;;;;;;;
bht.36mf7;2021-11-30;2022-02-08;RENT;439255;private;APPT;1450;55;BS;2,5;32;middle;;;;;;;;;;;;;;
biw.iwoqo;2021-10-20;2021-11-02;RENT;388542;private;INDUS;3630;92;ZH;;32;middle;;;;;;;;;;;;;;
bjt.q70sl;2022-12-21;2022-12-21;RENT;119009;professional;APPT;1100;;SG;3;30;subscription;;;;;;;;;;;;;;
bkw.7z8z6;2022-10-08;2022-10-08;RENT;483334;professional;APPT;650;65;FR;2,5;17;subscription;;;;;;;;;;;;;;
bmj.64j8n;2022-06-16;2022-06-29;RENT;116412;professional;APPT;1069;32;ZH;1,5;29;subscription;;;;;;;;;;;;;;
bnm.i98h3;2023-01-10;2023-01-10;BUY;397609;professional;APPT;1256000;170;ZH;6,5;29;subscription;;;;;;;;;;;;;;
boo.co1mj;2022-04-21;2022-07-01;RENT;66113;professional;APPT;;;VD;3;14;subscription;;;;;;;;;;;;;;
boz.gxisi;2021-08-16;2021-11-20;BUY;398414;private;HOUSE;920000;2500;;9;33;premium;;;;;;;;;;;;;;
bp7.udvp2;2023-01-12;2023-01-12;RENT;395655;professional;APPT;730;;VD;1;26;subscription;;;;;;;;;;;;;;
bq2.wv5g6;2023-01-28;2023-01-28;RENT;399101;professional;APPT;1400;126;ZG;4,5;3;subscription;;;;;;;;;;;;;;
bq9.5hsjj;2021-08-20;2022-03-24;RENT;285170;private;PARK;125;;ZH;;32;middle;;;;;;;;;;;;;;
br4.2c6di;2021-05-20;2021-06-30;RENT;288762;private;APPT;1540;58;ZH;2;32;middle;;;;;;;;;;;;;;
br8.24nwc;2022-04-08;2022-04-29;RENT;394143;professional;APPT;2060;95;VD;3,5;22;subscription;;;;;;;;;;;;;;
bsp.fwffd;2022-10-20;2022-12-09;RENT;594;professional;HOUSE;3050;;TG;4,5;16;subscription;;;;;;;;;;;;;;
bsr.957l8;2022-11-05;2022-11-05;RENT;600;professional;APPT;750;70;ZH;2,5;18;subscription;;;;;;;;;;;;;;
bsw.w56bp;2022-01-12;2022-01-20;RENT;441914;private;APPT;1500;22;GL;4,5;31;basic;;;;;;;;;;;;;;
bsw.xsrzy;2022-03-14;2022-04-21;RENT;434779;private;APPT;1600;80;SZ;3,5;31;basic;;;;;;;;;;;;;;
bsx.rjzw5;2022-08-27;2022-08-27;RENT;439242;professional;APPT;500;42;BE;1,5;22;subscription;;;;;;;;;;;;;;
bt0.9b0ks;2022-11-17;2022-12-09;RENT;594;professional;APPT;1800;70;TG;3,5;16;subscription;;;;;;;;;;;;;;
btc.fc9nc;2021-10-14;2021-10-14;BUY;289159;private;HOUSE;1320000;135;ZH;6,5;31;basic;;;;;;;;;;;;;;
btp.n21o4;2022-08-13;2022-08-13;RENT;516;professional;APPT;700;98;BL;3,5;13;subscription;;;;;;;;;;;;;;
bue.ypc8i;2021-12-10;2021-12-14;RENT;448416;private;APPT;1750;75;AG;3,5;33;premium;;;;;;;;;;;;;;
bux.x1o17;2023-01-28;2023-01-28;RENT;399101;professional;APPT;1000;98;ZG;3,5;3;subscription;;;;;;;;;;;;;;
bv0.s6ktb;2022-11-07;2022-11-17;BUY;447930;professional;HOUSE;940000;161;SG;5,5;7;subscription;;;;;;;;;;;;;;
bv2.2l7py;2022-08-30;2022-09-27;RENT;387716;private;APPT;1315;97;SG;4;33;premium;;;;;;;;;;;;;;
bv3.0bgac;2022-03-21;2022-03-23;RENT;388633;private;APPT;1300;55;ZH;3;31;basic;;;;;;;;;;;;;;
bwt.i1jn4;2023-01-03;2023-01-17;RENT;387959;private;APPT;1990;62;BE;1,5;32;middle;;;;;;;;;;;;;;
bxe.9jq2m;2022-11-07;2022-11-17;BUY;447930;professional;APPT;940000;;SG;6;7;subscription;;;;;;;;;;;;;;
bxl.6menh;2022-08-16;2022-08-31;RENT;198009;professional;APPT;2925;135;GR;4,5;6;subscription;;;;;;;;;;;;;;
byb.0rz6z;2022-10-20;2022-10-20;BUY;483334;professional;APPT;995000;175;VS;4,5;17;subscription;;;;;;;;;;;;;;
byt.z8su6;2022-04-05;2022-04-07;RENT;435717;private;APPT;1080;30;ZH;1;32;middle;;;;;;;;;;;;;;
bzw.bgv47;2022-09-28;2022-10-10;BUY;447930;professional;APPT;1050000;100;SG;4,5;7;subscription;;;;;;;;;;;;;;
bzx.tg4ij;2022-10-07;2022-10-18;RENT;449218;professional;APPT;1980;94;;4,5;11;subscription;;;;;;;;;;;;;;
bzz.pef66;2022-03-03;2022-03-14;RENT;483543;private;APPT;940;61;BE;3;33;premium;;;;;;;;;;;;;;
c0h.14i2f;2022-10-08;2022-10-08;RENT;483334;professional;APPT;720;67;ZG;2,5;17;subscription;;;;;;;;;;;;;;
c10.64fff;2023-01-09;2023-01-09;RENT;22307;professional;APPT;1590;59;ZH;2,5;2;subscription;;;;;;;;;;;;;;
c1d.ajduo;2022-05-17;2022-05-17;RENT;419;professional;INDUS;;876;SH;;10;subscription;;;;;;;;;;;;;;
c1l.u3ajc;2022-08-13;2022-08-13;RENT;516;professional;APPT;1000;98;ZH;3,5;13;subscription;;;;;;;;;;;;;;
c1m.gqjh8;2021-03-10;2021-03-11;BUY;487908;professional;HOUSE;3600000;1077;ZH;;20;subscription;;;;;;;;;;;;;;
c1v.6tlkt;2022-08-13;2022-08-13;RENT;516;professional;APPT;900;98;AG;3,5;13;subscription;;;;;;;;;;;;;;
c25.o8zic;2022-08-13;2022-08-13;RENT;516;professional;APPT;900;98;GE;3,5;13;subscription;;;;;;;;;;;;;;
c34.iqyo2;2023-01-04;2023-01-05;RENT;198009;professional;APPT;3000;136;GR;5,5;6;subscription;;;;;;;;;;;;;;
c36.36iw2;2022-08-18;2022-12-12;BUY;104517;professional;HOUSE;;150;TI;5,5;22;subscription;;;;;;;;;;;;;;
c36.gm6vq;2022-11-16;2022-11-30;RENT;343;professional;APPT;1780;;AG;2;5;subscription;;;;;;;;;;;;;;
c3s.3t9lu;2022-10-08;2022-10-08;RENT;483334;professional;APPT;600;68;SG;2,5;17;subscription;;;;;;;;;;;;;;
c3v.r23jr;2022-11-05;2022-11-05;RENT;600;professional;APPT;2100;116;ZH;4,5;18;subscription;;;;;;;;;;;;;;
c40.7d0sc;2023-01-28;2023-01-28;RENT;399101;professional;APPT;1000;98;ZH;3,5;3;subscription;;;;;;;;;;;;;;
c42.028qb;2022-05-30;2022-07-19;RENT;387716;private;APPT;1260;90;SG;4;32;middle;;;;;;;;;;;;;;
c4o.jeae6;2022-10-27;2022-11-07;BUY;447930;professional;HOUSE;2340000;126;ZH;5,5;7;subscription;;;;;;;;;;;;;;
c59.acs5y;2022-05-17;2022-05-17;RENT;516;professional;APPT;1730;101;ZH;4;13;subscription;;;;;;;;;;;;;;
c5c.z80xz;2022-07-14;2022-07-28;RENT;449218;professional;APPT;1560;;VD;3,5;11;subscription;;;;;;;;;;;;;;
c5o.8wx08;2022-04-07;2022-04-19;RENT;66113;professional;APPT;1810;72;VD;3,5;14;subscription;;;;;;;;;;;;;;
c5q.ta1vc;2023-01-10;2023-01-10;RENT;56928;professional;APPT;1950;88;TI;3,5;11;subscription;;;;;;;;;;;;;;
c5z.l3gua;2022-07-18;2022-08-31;RENT;66113;professional;APPT;2007;;VD;3,5;14;subscription;;;;;;;;;;;;;;
c6e.m7u0f;2022-07-30;2022-08-22;RENT;206711;professional;APPT;900;29;VS;1,5;8;subscription;;;;;;;;;;;;;;
c6l.mivt8;2022-08-10;2022-08-25;BUY;447930;professional;HOUSE;;468;SG;5;7;subscription;;;;;;;;;;;;;;
c6p.90xs4;2023-01-28;2023-01-28;RENT;399101;professional;APPT;1000;128;AG;4,5;3;subscription;;;;;;;;;;;;;;
c72.fkf20;2022-12-06;2022-12-06;BUY;483334;professional;APPT;543780;108;VS;3,5;17;subscription;;;;;;;;;;;;;;
c7h.v3nqw;2022-06-10;2022-06-10;RENT;207009;professional;PARK;160;;ZH;;9;subscription;;;;;;;;;;;;;;
c7n.a66ne;2022-10-12;2022-10-19;RENT;388340;private;APPT;1700;62;ZH;2,5;33;premium;;;;;;;;;;;;;;
c7v.1gnvu;2022-10-08;2022-10-08;RENT;483334;professional;APPT;500;45;AG;1,5;17;subscription;;;;;;;;;;;;;;
c8w.ojd1t;2022-03-22;2022-11-28;BUY;387305;professional;APPT;1530000;240;TI;5;10;subscription;;;;;;;;;;;;;;
c92.s7ahg;2022-09-14;2022-09-14;BUY;13015;professional;HOUSE;1250000;120;TI;4,5;24;subscription;;;;;;;;;;;;;;
c9g.rcymm;2022-10-08;2022-10-08;RENT;483334;professional;APPT;550;45;GE;1,5;17;subscription;;;;;;;;;;;;;;
c9v.07p5v;2022-08-27;2022-08-29;RENT;439242;professional;APPT;700;112;ZH;3,5;22;subscription;;;;;;;;;;;;;;
cae.8p2d2;2022-08-27;2022-08-27;RENT;439242;professional;APPT;700;112;SG;3,5;22;subscription;;;;;;;;;;;;;;
cao.g2a14;2022-07-01;2022-07-13;BUY;110013;professional;HOUSE;985000;214;BE;5,5;24;subscription;;;;;;;;;;;;;;
cb6.xwoig;2022-08-13;2022-08-13;RENT;516;professional;APPT;850;98;BE;3,5;13;subscription;;;;;;;;;;;;;;
cbg.6nj4f;2022-05-30;2022-07-14;RENT;484644;private;APPT;2650;60;ZH;2,5;32;middle;;;;;;;;;;;;;;
cbx.9i68s;2021-11-09;2021-11-20;RENT;394642;professional;APPT;3075;145;ZH;5;25;subscription;;;;;;;;;;;;;;
cbz.csatk;2022-11-24;2022-12-21;RENT;447930;professional;GASTRO;2000;;AG;;7;subscription;;;;;;;;;;;;;;
cc7.1n3af;2022-08-13;2022-08-13;RENT;516;professional;APPT;1000;114;SZ;4,5;13;subscription;;;;;;;;;;;;;;
ccs.lbu7x;2022-09-06;2022-09-06;BUY;28319;professional;APPT;1470000;108;GR;4,5;7;subscription;;;;;;;;;;;;;;
ccv.f09kf;2022-08-30;2022-08-30;RENT;449218;professional;INDUS;1660;80;VD;;11;subscription;;;;;;;;;;;;;;
cd1.lfkvj;2022-11-28;2022-11-28;RENT;397819;professional;INDUS;4800;190;SG;6;30;subscription;;;;;;;;;;;;;;
cd8.vp9in;2022-11-05;2022-11-05;RENT;600;professional;APPT;1000;122;LU;4,5;18;subscription;;;;;;;;;;;;;;
cdb.9tspk;2022-03-31;2022-06-07;BUY;13028;professional;APPT;695000;63;TI;2,5;26;subscription;;;;;;;;;;;;;;
cdi.p07up;2022-07-07;2022-10-14;BUY;347;professional;APPT;;75;BE;2,5;6;subscription;;;;;;;;;;;;;;
ce4.cxcp7;2022-11-24;2022-12-11;BUY;447930;professional;HOUSE;2340000;126;ZH;5,5;7;subscription;;;;;;;;;;;;;;
ced.vczzp;2022-07-13;2022-08-17;RENT;395655;professional;HOUSE;1500;;VD;5,5;26;subscription;;;;;;;;;;;;;;
cel.h5web;2022-08-16;2022-09-14;RENT;66113;professional;APPT;1740;;VD;2,5;14;subscription;;;;;;;;;;;;;;
cf3.s98o9;2022-08-27;2022-08-27;RENT;439242;professional;APPT;820;42;ZH;1,5;22;subscription;;;;;;;;;;;;;;
cfk.ukv46;2022-04-18;2022-05-04;BUY;110013;professional;HOUSE;890000;131;BE;4,5;24;subscription;;;;;;;;;;;;;;
cfv.fsyzw;2021-07-08;2021-09-09;RENT;483543;private;APPT;970;52;BE;2,5;32;middle;;;;;;;;;;;;;;
cg5.3btxj;2021-09-10;2021-12-22;BUY;437317;private;HOUSE;1300000;600;;11;33;premium;;;;;;;;;;;;;;
cgo.phmvu;2022-05-25;2022-05-30;RENT;613;professional;APPT;1490;74;SO;3,5;19;subscription;;;;;;;;;;;;;;
cgq.wshnx;2022-09-01;2022-10-05;BUY;594;professional;HOUSE;1360000;100;TG;4,5;16;subscription;;;;;;;;;;;;;;
che.vi9u5;2022-09-29;2022-10-06;RENT;389383;professional;INDUS;2900;52;ZH;2;14;subscription;;;;;;;;;;;;;;
chs.y5rbb;2022-11-08;2022-12-09;BUY;393346;professional;APPT;1300000;94;GE;4;21;subscription;;;;;;;;;;;;;;
chy.5n37e;2022-10-08;2022-10-08;RENT;483334;professional;APPT;716;98;SZ;3,5;17;subscription;;;;;;;;;;;;;;
ci7.ctiw7;2022-05-11;2022-05-17;RENT;297671;private;APPT;2495;120;ZH;4,5;32;middle;;;;;;;;;;;;;;
cif.g5rv8;2022-06-21;2022-07-18;RENT;449218;professional;APPT;990;36;VD;2;11;subscription;;;;;;;;;;;;;;
cis.2n5wu;2022-05-11;2022-06-09;BUY;104517;professional;HOUSE;3490000;435;TI;17,5;22;subscription;;;;;;;;;;;;;;
cis.ir8ls;2022-05-25;2022-10-20;BUY;83612;professional;HOUSE;830000;160;SO;5,5;21;subscription;;;;;;;;;;;;;;
civ.c8ieg;2021-06-21;2021-06-30;RENT;399056;private;APPT;1490;70;BL;2,5;31;basic;;;;;;;;;;;;;;
cix.54eke;2023-01-09;2023-01-19;RENT;447930;professional;INDUS;2000;;AG;;7;subscription;;;;;;;;;;;;;;
ck3.lkqwp;2022-08-25;2022-09-13;BUY;449218;professional;HOUSE;1990000;210;VD;5,5;11;subscription;;;;;;;;;;;;;;
ck7.u5hsr;2021-11-02;2021-12-05;RENT;307854;private;HOUSE;4500;150;TI;4,5;32;middle;;;;;;;;;;;;;;
ckc.bswja;2022-10-20;2022-10-20;BUY;483334;professional;PROP;600000;10000;VS;;17;subscription;;;;;;;;;;;;;;
cke.x3rp3;2021-05-01;2021-09-10;BUY;437317;private;HOUSE;1300000;350;;6;32;middle;;;;;;;;;;;;;;
ckk.gsjfi;2022-11-05;2022-11-05;RENT;600;professional;APPT;1000;100;VD;3,5;18;subscription;;;;;;;;;;;;;;
cky.y7jcv;2021-06-29;2021-07-10;RENT;312676;private;APPT;1980;100;ZH;3,5;33;premium;;;;;;;;;;;;;;
cl4.gm01l;2022-08-27;2022-08-27;RENT;439242;professional;APPT;900;105;ZH;3,5;22;subscription;;;;;;;;;;;;;;
cl9.wazgp;2022-08-27;2022-08-29;RENT;439242;professional;APPT;650;65;VD;2,5;22;subscription;;;;;;;;;;;;;;
clp.zi29g;2022-11-05;2022-11-05;RENT;600;professional;APPT;950;98;ZG;3,5;18;subscription;;;;;;;;;;;;;;
clw.ue904;2022-04-29;2022-07-11;BUY;296886;professional;INDUS;1200000;515;ZH;;28;subscription;;;;;;;;;;;;;;
cm2.yskch;2022-09-14;2022-10-27;RENT;25807;professional;APPT;980;42;SG;1;5;subscription;;;;;;;;;;;;;;
cmj.cswzi;2022-06-30;2022-08-22;BUY;124;professional;APPT;;147;BS;5,5;4;subscription;;;;;;;;;;;;;;
cmq.lkekh;2022-10-02;2022-11-28;RENT;119009;professional;APPT;1590;;TG;4,5;30;subscription;;;;;;;;;;;;;;
cn1.i2ttt;2022-12-13;2022-12-13;RENT;290536;professional;INDUS;1600;110;TI;;25;subscription;;;;;;;;;;;;;;
cnj.sexxk;2022-05-10;2022-06-02;RENT;447319;professional;APPT;1480;65;LU;4;4;subscription;;;;;;;;;;;;;;
cno.ul7hh;2022-08-27;2022-08-27;RENT;439242;professional;APPT;700;67;SG;2,5;22;subscription;;;;;;;;;;;;;;
co2.asy98;2022-12-21;2023-01-09;RENT;447930;professional;INDUS;2000;;AG;;7;subscription;;;;;;;;;;;;;;
cop.gtn1g;2022-08-10;2022-09-07;RENT;386619;professional;APPT;1470;;SG;3,5;9;subscription;;;;;;;;;;;;;;
cos.t9gd1;2022-04-08;2022-05-04;BUY;288693;professional;APPT;1200000;113;BS;5,5;20;subscription;;;;;;;;;;;;;;
coy.7pvto;2022-08-13;2022-08-13;RENT;516;professional;APPT;700;98;GR;3,5;13;subscription;;;;;;;;;;;;;;
cp1.wre5n;2022-10-08;2022-10-08;RENT;483334;professional;APPT;1100;120;ZH;4,5;17;subscription;;;;;;;;;;;;;;
cpq.es21q;2022-05-27;2022-07-07;RENT;82311;professional;APPT;1890;117;TG;4,5;20;subscription;;;;;;;;;;;;;;
cq0.y4bo5;2021-05-31;2021-06-29;RENT;435411;private;APPT;1165;60;SO;3;32;middle;;;;;;;;;;;;;;
cq4.rcsl5;2022-06-13;2022-07-19;RENT;70721;professional;APPT;2340;80;LU;4;16;subscription;;;;;;;;;;;;;;
cqa.dltgz;2022-10-27;2022-10-29;RENT;395141;private;APPT;1493;66;ZH;3;32;middle;;;;;;;;;;;;;;
cqy.flf7e;2021-06-16;2021-08-27;RENT;394125;private;APPT;4850;140;AG;4,5;32;middle;;;;;;;;;;;;;;
crc.efy4f;2022-06-22;2022-11-11;BUY;290536;professional;APPT;510000;64;TI;2,5;25;subscription;;;;;;;;;;;;;;
cre.aq2mu;2023-01-28;2023-01-28;RENT;399101;professional;APPT;1100;98;SZ;3,5;3;subscription;;;;;;;;;;;;;;
crf.iaat3;2021-03-10;2021-05-12;RENT;443049;private;APPT;1350;;AG;3,5;31;basic;;;;;;;;;;;;;;
crg.a2ivf;2022-10-25;2022-10-25;RENT;447406;professional;APPT;1950;47;LU;3;5;subscription;;;;;;;;;;;;;;
crj.1sxth;2022-05-22;2022-06-16;RENT;391981;private;HOUSE;;250;TI;11;32;middle;;;;;;;;;;;;;;
csi.wd8ub;2022-03-06;2022-03-18;RENT;444622;private;HOUSE;2650;180;SO;6,5;33;premium;;;;;;;;;;;;;;
csr.u1wxc;2023-01-16;2023-01-16;RENT;359;professional;INDUS;939;70;LU;2;8;subscription;;;;;;;;;;;;;;
ctk.kt6x8;2022-04-14;2022-09-13;BUY;206711;professional;APPT;690000;79;VS;4,5;8;subscription;;;;;;;;;;;;;;
ctk.q7mng;2022-04-12;2022-07-15;BUY;389973;professional;HOUSE;;140;BL;5,5;15;subscription;;;;;;;;;;;;;;
cu1.dang9;2022-07-11;2022-08-19;BUY;79920;professional;APPT;1190000;93;ZH;2,5;18;subscription;;;;;;;;;;;;;;
cu1.qek60;2023-01-10;2023-01-16;RENT;487908;professional;APPT;2250;93;ZH;3,5;20;subscription;;;;;;;;;;;;;;
cuc.m4zh4;2022-11-29;2022-11-30;RENT;594;professional;INDUS;1100;;TG;4,5;16;subscription;;;;;;;;;;;;;;
cud.xrun6;2021-03-04;2021-03-13;BUY;415291;private;APPT;622000;122;TG;4,5;31;basic;;;;;;;;;;;;;;
cuj.2smpv;2022-09-07;2022-09-23;RENT;594;professional;APPT;1620;;TG;3,5;16;subscription;;;;;;;;;;;;;;
cuj.8ki5x;2022-08-27;2022-08-27;RENT;439242;professional;APPT;1550;119;ZH;4,5;22;subscription;;;;;;;;;;;;;;
cuj.yjhcu;2022-11-05;2022-11-05;RENT;600;professional;APPT;700;76;BE;2,5;18;subscription;;;;;;;;;;;;;;
cw6.cwg22;2022-03-31;2022-03-31;RENT;235662;professional;PARK;160;;ZH;;12;subscription;;;;;;;;;;;;;;
cwo.hrayl;2022-07-06;2022-09-01;BUY;441655;professional;HOUSE;2750000;154;ZH;4,5;25;subscription;;;;;;;;;;;;;;
cxd.xs4pd;2022-09-07;2022-11-07;BUY;594;professional;HOUSE;1365000;210;TG;7,5;16;subscription;;;;;;;;;;;;;;
cy3.c769o;2022-08-13;2022-08-13;RENT;516;professional;APPT;900;97;VD;3,5;13;subscription;;;;;;;;;;;;;;
cys.9j86x;2022-06-14;2022-06-21;RENT;447319;professional;APPT;930;59;TG;3;4;subscription;;;;;;;;;;;;;;
d0a.keae2;2023-01-01;2023-01-01;RENT;447319;professional;APPT;1320;59;LU;3;4;subscription;;;;;;;;;;;;;;
d0l.z9m34;2022-07-15;2022-07-24;RENT;433664;private;APPT;1740;;ZH;2,5;33;premium;;;;;;;;;;;;;;
d0p.c2akx;2023-01-17;2023-01-17;RENT;594;professional;APPT;1170;;TG;3,5;16;subscription;;;;;;;;;;;;;;
d1l.82mqz;2022-08-13;2022-08-13;RENT;516;professional;APPT;900;112;ZG;4,5;13;subscription;;;;;;;;;;;;;;
d1t.je49f;2022-04-08;2022-12-07;RENT;56922;professional;APPT;1350;49;TI;2;10;subscription;;;;;;;;;;;;;;
d3c.a8tz8;2022-10-17;2022-10-20;RENT;198612;professional;APPT;1950;90;ZH;4,5;7;subscription;;;;;;;;;;;;;;
d3e.hvd5w;2022-08-10;2022-08-18;BUY;447930;professional;HOUSE;1690000;140;ZH;5,5;7;subscription;;;;;;;;;;;;;;
d3r.tcce2;2023-01-26;2023-01-26;RENT;488687;professional;APPT;1470;85;LU;3,5;23;subscription;;;;;;;;;;;;;;
d4c.le9jv;2022-08-18;2022-08-25;BUY;447930;professional;APPT;690000;94;SG;4,5;7;subscription;;;;;;;;;;;;;;
d4f.x7x53;2021-12-23;2022-03-03;BUY;444748;professional;HOUSE;1200000;151;SH;4,5;30;subscription;;;;;;;;;;;;;;
d4g.jbk4m;2022-01-19;2022-01-27;RENT;289017;private;HOUSE;2500;136;ZH;5,5;32;middle;;;;;;;;;;;;;;
d4w.820os;2022-08-17;2022-08-29;RENT;66113;professional;APPT;1960;;VD;4,5;14;subscription;;;;;;;;;;;;;;
d4y.qyv8e;2022-07-21;2022-07-21;BUY;198009;professional;HOUSE;;518;GR;;6;subscription;;;;;;;;;;;;;;
d53.864du;2022-06-30;2022-09-21;RENT;308912;private;APPT;1500;55;ZH;2;32;middle;;;;;;;;;;;;;;
d5b.e3iqq;2022-05-30;2022-08-29;RENT;66113;professional;PARK;;;VD;;14;subscription;;;;;;;;;;;;;;
d5f.q1vlg;2022-07-29;2022-07-29;BUY;397118;professional;APPT;2200000;138;TI;3,5;27;subscription;;;;;;;;;;;;;;
d5q.laisl;2023-01-28;2023-01-28;RENT;399101;professional;APPT;750;67;AG;2,5;3;subscription;;;;;;;;;;;;;;
d5v.f11ek;2022-09-08;2022-09-15;BUY;447930;professional;HOUSE;2340000;126;ZH;5,5;7;subscription;;;;;;;;;;;;;;
d67.wdo5w;2022-02-21;2022-06-02;RENT;435799;private;APPT;1577;66;AG;2,5;31;basic;;;;;;;;;;;;;;
d6e.4tbug;2022-03-30;2022-06-23;RENT;22107;professional;INDUS;1595;102;AG;1;1;subscription;;;;;;;;;;;;;;
d6t.rwhth;2022-10-18;2022-11-08;RENT;392267;professional;APPT;5500;113;ZH;4,5;20;subscription;;;;;;;;;;;;;;
d73.s329r;2022-04-21;2022-05-22;BUY;488685;professional;APPT;675000;132;LU;5,5;22;subscription;;;;;;;;;;;;;;
d84.ebr3b;2022-07-04;2022-08-28;RENT;447319;professional;APPT;790;;BE;1,5;4;subscription;;;;;;;;;;;;;;
d86.o05f7;2022-09-08;2022-09-15;BUY;82311;professional;APPT;690000;130;TG;4,5;20;subscription;;;;;;;;;;;;;;
d8w.82fou;2022-07-09;2022-07-12;RENT;390986;private;APPT;1475;75;TG;3,5;33;premium;;;;;;;;;;;;;;
d98.y5ewk;2022-04-26;2022-08-22;BUY;290536;professional;APPT;850000;125;TI;4,5;25;subscription;;;;;;;;;;;;;;
d9e.4qdh8;2021-08-16;2021-08-16;RENT;392231;private;APPT;700;112;SG;3,5;32;middle;;;;;;;;;;;;;;
daa.xvdzy;2022-10-12;2022-10-28;RENT;389383;professional;INDUS;2900;52;ZH;2;14;subscription;;;;;;;;;;;;;;
db9.nztnx;2022-11-16;2022-11-24;RENT;447930;professional;INDUS;2000;;AG;;7;subscription;;;;;;;;;;;;;;
dc5.v371z;2022-05-02;2022-06-08;RENT;123611;professional;APPT;2950;125;SG;4;2;subscription;;;;;;;;;;;;;;
dcp.phxi7;2022-05-19;2022-06-07;RENT;13028;professional;APPT;800;;TI;1,5;26;subscription;;;;;;;;;;;;;;
dd2.2scuc;2022-12-06;2022-12-06;RENT;54907;professional;INDUS;720;18;LU;;9;subscription;;;;;;;;;;;;;;
ddj.2b6sq;2022-05-10;2022-06-09;RENT;397327;private;HOUSE;4090;180;ZH;5,5;31;basic;;;;;;;;;;;;;;
ddl.7tw0h;2022-08-19;2022-09-06;RENT;390590;private;APPT;1740;116;AG;4;32;middle;;;;;;;;;;;;;;
ddz.aeart;2022-11-17;2022-11-24;BUY;447930;professional;HOUSE;3290000;;ZH;6,5;7;subscription;;;;;;;;;;;;;;
de2.4uxjn;2022-07-06;2022-09-21;BUY;393346;professional;APPT;1480000;;GE;5;21;subscription;;;;;;;;;;;;;;
de2.as3ny;2022-08-27;2022-08-29;RENT;439242;professional;APPT;900;117;ZH;4,5;22;subscription;;;;;;;;;;;;;;
